epsilon,episode reward,reward,train_loss,total_reward,epoch,step
0.9514899849891663,14.0,1.0,10.159873008728027,16.0,3,49
0.9019899964332581,9.0,1.0,14.174623489379883,17.0,7,99
0.8524900078773499,37.0,1.0,2.0632007122039795,22.0,11,149
0.8029900193214417,20.0,1.0,61.032737731933594,20.0,15,199
0.7534899711608887,21.0,1.0,1.347688913345337,29.0,19,249
0.7039899826049805,14.0,1.0,42.13325500488281,26.0,23,299
0.6544899940490723,18.0,1.0,26.45570182800293,14.0,26,349
0.6049900054931641,27.0,1.0,5.935548305511475,41.0,30,399
0.5554900169372559,9.0,1.0,32.307518005371094,35.0,34,449
0.5059900283813477,38.0,1.0,4.3393168449401855,21.0,38,499
0.45649001002311707,88.0,1.0,2.273291826248169,21.0,42,549
0.4069899916648865,16.0,1.0,2.4318785667419434,122.0,46,599
0.35749000310897827,66.0,1.0,138.705078125,122.0,49,649
0.30799001455307007,116.0,1.0,210.67361450195312,122.0,53,699
0.2584899961948395,29.0,1.0,7.50405216217041,137.0,57,749
0.20898999273777008,79.0,1.0,29.524755477905273,137.0,61,799
0.15949000418186188,31.0,1.0,355.94085693359375,98.0,65,849
0.10999000072479248,81.0,1.0,434.79803466796875,98.0,69,899
0.06049000099301338,131.0,1.0,12.13075065612793,98.0,73,949
0.010990000329911709,181.0,1.0,9.504244804382324,98.0,76,999
0.009999999776482582,31.0,1.0,3.324005603790283,200.0,80,1049
0.009999999776482582,81.0,1.0,4.889708518981934,200.0,84,1099
0.009999999776482582,131.0,1.0,6.793503284454346,200.0,88,1149
0.009999999776482582,181.0,1.0,5.935092926025391,200.0,92,1199
0.009999999776482582,31.0,1.0,15.7156343460083,200.0,96,1249
0.009999999776482582,81.0,1.0,4.855570316314697,200.0,99,1299
0.009999999776482582,21.0,1.0,9.10024642944336,110.0,103,1349
0.009999999776482582,71.0,1.0,14.47792911529541,110.0,107,1399
0.009999999776482582,24.0,1.0,416.9130554199219,97.0,111,1449
0.009999999776482582,74.0,1.0,5.683775424957275,97.0,115,1499
0.009999999776482582,124.0,1.0,8.358845710754395,97.0,119,1549
0.009999999776482582,17.0,1.0,5.476553916931152,157.0,123,1599
0.009999999776482582,67.0,1.0,4.260892391204834,157.0,126,1649
0.009999999776482582,117.0,1.0,17.04432487487793,157.0,130,1699
0.009999999776482582,167.0,1.0,9.396989822387695,157.0,134,1749
0.009999999776482582,17.0,1.0,3.858363151550293,200.0,138,1799
0.009999999776482582,67.0,1.0,1.8941097259521484,200.0,142,1849
0.009999999776482582,117.0,1.0,6.794361114501953,200.0,146,1899
0.009999999776482582,22.0,1.0,6.941584587097168,145.0,149,1949
