epsilon,episode reward,reward,train_loss,total_reward,epoch,step
0.9514899849891663,17.0,1.0,2.2432773113250732,11.0,3,49
0.9019899964332581,6.0,1.0,8.993139266967773,16.0,7,99
0.8524900078773499,2.0,1.0,11.745776176452637,23.0,11,149
0.8029900193214417,16.0,1.0,23.103191375732422,24.0,15,199
0.7534899711608887,37.0,1.0,1.8379566669464111,10.0,19,249
0.7039899826049805,13.0,1.0,57.33200454711914,19.0,23,299
0.6544899940490723,4.0,1.0,23.0671329498291,15.0,26,349
0.6049900054931641,17.0,1.0,21.373430252075195,37.0,30,399
0.5554900169372559,4.0,1.0,3.886784553527832,28.0,34,449
0.5059900283813477,2.0,1.0,2.888500690460205,34.0,38,499
0.45649001002311707,10.0,1.0,20.279935836791992,42.0,42,549
0.4069899916648865,15.0,1.0,68.2853775024414,28.0,46,599
0.35749000310897827,65.0,1.0,5.133212566375732,28.0,49,649
0.30799001455307007,2.0,1.0,47.480064392089844,113.0,53,699
0.2584899961948395,52.0,1.0,45.86273956298828,113.0,57,749
0.20898999273777008,36.0,1.0,1.9707638025283813,66.0,61,799
0.15949000418186188,86.0,1.0,4.106470108032227,66.0,65,849
0.10999000072479248,31.0,1.0,1.810744285583496,105.0,69,899
0.06049000099301338,81.0,1.0,9.968313217163086,105.0,73,949
0.010990000329911709,27.0,1.0,7.689234733581543,104.0,76,999
0.009999999776482582,77.0,1.0,157.00538635253906,104.0,80,1049
0.009999999776482582,44.0,1.0,6.2190141677856445,83.0,84,1099
0.009999999776482582,94.0,1.0,66.03008270263672,83.0,88,1149
0.009999999776482582,16.0,1.0,5.502505302429199,128.0,92,1199
0.009999999776482582,66.0,1.0,2.563826084136963,128.0,96,1249
0.009999999776482582,116.0,1.0,15.026872634887695,128.0,99,1299
0.009999999776482582,6.0,1.0,3.1749696731567383,160.0,103,1349
0.009999999776482582,56.0,1.0,3.1594629287719727,160.0,107,1399
0.009999999776482582,106.0,1.0,163.22637939453125,160.0,111,1449
0.009999999776482582,8.0,1.0,2.4814352989196777,148.0,115,1499
0.009999999776482582,58.0,1.0,2.4513139724731445,148.0,119,1549
0.009999999776482582,108.0,1.0,2.055546522140503,148.0,123,1599
0.009999999776482582,18.0,1.0,1.4171974658966064,140.0,126,1649
0.009999999776482582,68.0,1.0,2.0696613788604736,140.0,130,1699
0.009999999776482582,118.0,1.0,1.2422481775283813,140.0,134,1749
0.009999999776482582,45.0,1.0,0.6889960765838623,123.0,138,1799
0.009999999776482582,95.0,1.0,1.0690093040466309,123.0,142,1849
0.009999999776482582,2.0,1.0,0.20439547300338745,143.0,146,1899
0.009999999776482582,52.0,1.0,0.7865966558456421,143.0,149,1949
