epsilon,episode reward,reward,train_loss,total_reward,epoch,step
0.9514899849891663,21.0,1.0,0.026146411895751953,19.0,3,49
0.9019899964332581,10.0,1.0,0.577700138092041,18.0,7,99
0.8524900078773499,6.0,1.0,22.711278915405273,21.0,11,149
0.8029900193214417,6.0,1.0,0.2378903180360794,31.0,15,199
0.7534899711608887,10.0,1.0,27.36176109313965,28.0,19,249
0.7039899826049805,49.0,1.0,2.201632499694824,11.0,23,299
0.6544899940490723,41.0,1.0,53.780792236328125,58.0,26,349
0.6049900054931641,43.0,1.0,4.236875534057617,48.0,30,399
0.5554900169372559,48.0,1.0,52.932098388671875,45.0,34,449
0.5059900283813477,40.0,1.0,87.79071044921875,58.0,38,499
0.45649001002311707,35.0,1.0,2.401672601699829,55.0,42,549
0.4069899916648865,23.0,1.0,7.846796989440918,62.0,46,599
0.35749000310897827,6.0,1.0,0.9811396598815918,17.0,49,649
0.30799001455307007,56.0,1.0,17.250015258789062,17.0,53,699
0.2584899961948395,40.0,1.0,33.559688568115234,66.0,57,749
0.20898999273777008,15.0,1.0,156.04470825195312,75.0,61,799
0.15949000418186188,29.0,1.0,10.844416618347168,36.0,65,849
0.10999000072479248,79.0,1.0,151.78244018554688,36.0,69,899
0.06049000099301338,40.0,1.0,11.954683303833008,89.0,73,949
0.010990000329911709,90.0,1.0,22.795055389404297,89.0,76,999
0.009999999776482582,140.0,1.0,9.915327072143555,89.0,80,1049
0.009999999776482582,49.0,1.0,6.415339469909668,141.0,84,1099
0.009999999776482582,99.0,1.0,1.7267409563064575,141.0,88,1149
0.009999999776482582,38.0,1.0,16.664352416992188,111.0,92,1199
0.009999999776482582,88.0,1.0,4.6066694259643555,111.0,96,1249
0.009999999776482582,20.0,1.0,4.9041032791137695,118.0,99,1299
0.009999999776482582,70.0,1.0,4.015727996826172,118.0,103,1349
0.009999999776482582,120.0,1.0,450.07537841796875,118.0,107,1399
0.009999999776482582,170.0,1.0,0.7093755006790161,118.0,111,1449
0.009999999776482582,20.0,1.0,3.8689117431640625,200.0,115,1499
0.009999999776482582,70.0,1.0,1.6033563613891602,200.0,119,1549
0.009999999776482582,120.0,1.0,4.229462146759033,200.0,123,1599
0.009999999776482582,170.0,1.0,1.5007827281951904,200.0,126,1649
0.009999999776482582,20.0,1.0,1.3586000204086304,200.0,130,1699
0.009999999776482582,70.0,1.0,1.082551121711731,200.0,134,1749
0.009999999776482582,120.0,1.0,1.2466779947280884,200.0,138,1799
0.009999999776482582,25.0,1.0,11.853119850158691,145.0,142,1849
0.009999999776482582,75.0,1.0,10.045244216918945,145.0,146,1899
0.009999999776482582,125.0,1.0,8.868805885314941,145.0,149,1949
