epsilon,episode reward,reward,train_loss,total_reward,epoch,step
0.9514899849891663,-17.93702051154961,0.8057942213430362,546.9788818359375,-100.0,3,49
0.9019899964332581,-25.642161832693073,-2.547995205983142,1.950657844543457,-122.02408584292246,7,99
0.8524900078773499,-72.81501209768025,0.6619238402300425,1.3081345558166504,-122.02408584292246,11,149
0.8029900193214417,-103.7667955772674,-5.492827420580113,29.750410079956055,-122.02408584292246,15,199
0.7534899711608887,-38.50535086998775,-1.0198086271448403,5.390942573547363,-271.4808129220257,19,249
0.7039899826049805,-122.15948596528163,-1.7832340118351044,28.233484268188477,-271.4808129220257,23,299
0.6544899940490723,-171.55548889518477,48.606702356630734,3.209726095199585,-271.4808129220257,26,349
0.6049900054931641,-5.353542620806369,-1.485501452191811,52.824134826660156,-407.80450236700966,30,399
0.5554900169372559,-20.778839686106465,-3.2624450327319594,1.7941112518310547,-407.80450236700966,34,449
0.5059900283813477,-6.040907208080598,0.24560993216182397,155.81158447265625,-187.06869474746603,38,499
0.45649001002311707,-24.38470135652474,1.448223789447593,17.664844512939453,-187.06869474746603,42,549
0.4069899916648865,-4.4223835132680165,-3.114834219741783,8.334943771362305,-146.31174812652264,46,599
0.35749000310897827,-115.66432119789908,-0.9089222992426471,12.390740394592285,-146.31174812652264,49,649
0.30799001455307007,-121.9019616244961,-4.847820591709933,2.84220290184021,-146.31174812652264,53,699
0.2584899961948395,-51.21257629755502,0.2880793805148596,17.672101974487305,-249.3375855974241,57,749
0.20898999273777008,-41.388769846676,3.7495645033219036,105.79042053222656,-249.3375855974241,61,799
0.15949000418186188,-32.39062718821448,3.2546200618291836,22.796798706054688,-249.3375855974241,65,849
0.10999000072479248,-6.058353324409916,-2.724068966804256,3.8863940238952637,-249.3375855974241,69,899
0.06049000099301338,-16.632800531869897,1.7871974892125888,3.6943979263305664,-249.3375855974241,73,949
0.010990000329911709,-33.387241899768334,-3.2060375741497067,3.1687240600585938,-249.3375855974241,76,999
0.009999999776482582,-53.1564654237817,-0.15683349626287962,43.78782272338867,-249.3375855974241,80,1049
0.009999999776482582,-66.75388784710302,-1.6101612426884617,6.251986503601074,-249.3375855974241,84,1099
0.009999999776482582,-76.92803898051632,2.493250177850382,1.670131802558899,-249.3375855974241,88,1149
0.009999999776482582,-41.88684594472893,-0.2670309230085752,10.982381820678711,-249.3375855974241,92,1199
0.009999999776482582,-56.89613448303997,3.72716703152187,4.015714645385742,-249.3375855974241,96,1249
0.009999999776482582,-66.01200399737517,1.380752858812458,2.863370180130005,-249.3375855974241,99,1299
0.009999999776482582,-72.69878757908677,5.592316641793645,15.344242095947266,-249.3375855974241,103,1349
0.009999999776482582,-58.17255890008617,6.725893726152848,219.7882843017578,-249.3375855974241,107,1399
0.009999999776482582,-65.28350043213743,-0.04920761351867384,6.744499206542969,-249.3375855974241,111,1449
0.009999999776482582,3.62852156173782,-2.003144678752295,15.612794876098633,44.27472569302381,115,1499
0.009999999776482582,-51.25258370521522,1.4502086849986722,1.7497282028198242,44.27472569302381,119,1549
0.009999999776482582,-65.5161389987284,-2.958062836315405,3.801844596862793,44.27472569302381,123,1599
0.009999999776482582,2.4350346846504562,0.8168040501581799,3.7383198738098145,44.27472569302381,126,1649
0.009999999776482582,60.512686868719314,6.943353115807526,1.5765005350112915,44.27472569302381,130,1699
0.009999999776482582,-24.625164475169054,-3.5393491594950874,30.67626953125,-31.178849054679375,134,1749
0.009999999776482582,-314.09827714225355,-8.58915500095178,4.359933853149414,-31.178849054679375,138,1799
0.009999999776482582,-0.8719369512388082,-1.9998785870749305,3.6120734214782715,-452.68879568808734,142,1849
0.009999999776482582,16.007592605993835,0.6144982514905848,5.852872848510742,-452.68879568808734,146,1899
0.009999999776482582,-78.95911407058317,-1.875827116777998,4.975438594818115,-452.68879568808734,149,1949
